Date,CashIn,CashOut
2018-04-11,45650.0,45400.0
2018-04-12,33830.0,25430.0
2018-04-13,28890.0,39450.0
2018-04-14,30890.0,55340.0
2018-04-15,34850.0,18870.0
2018-04-16,52880.0,52680.0
2018-04-17,35280.0,34310.0
2018-04-18,27710.0,28460.0
2018-04-19,68490.0,25650.0
2018-04-20,43270.0,24710.0
2018-04-21,26145.0,40855.0
2018-04-22,26510.0,6880.0
2018-04-23,47940.0,27530.0
2018-04-24,63910.0,23370.0
2018-04-25,61260.0,19740.0
2018-04-26,59850.0,15880.0
2018-04-27,45480.0,19580.0
2018-04-28,21400.0,26370.0
2018-04-29,13680.0,11720.0
2018-04-30,61110.0,26550.0
2018-05-01,26500.0,40810.0
2018-05-02,43370.0,26240.0
2018-05-03,79060.0,39730.0
2018-05-04,40350.0,29320.0
2018-05-05,20150.0,67010.0
2018-05-06,13240.0,18560.0
2018-05-07,78160.0,96540.0
2018-05-08,51450.0,60340.0
2018-05-09,47350.0,25740.0
2018-05-10,39440.0,31050.0
2018-05-11,53020.0,31860.0
2018-05-12,26605.0,58205.0
2018-05-13,29820.0,18870.0
2018-05-14,61950.0,43390.0
2018-05-15,47750.0,49690.0
2018-05-16,63120.0,45920.0
2018-05-17,52250.0,34480.0
2018-05-18,22370.0,49380.0
2018-05-19,33060.0,49400.0
2018-05-20,20760.0,12940.0
2018-05-21,71710.0,28420.0
2018-05-22,50690.0,37510.0
2018-05-23,43730.0,17370.0
2018-05-24,26080.0,41280.0
2018-05-25,30560.0,41690.0
2018-05-26,26605.0,58205.0
2018-05-27,25700.0,16040.0
2018-05-28,72640.0,30790.0
2018-05-29,33130.0,15110.0
2018-05-30,29650.0,17720.0
2018-05-31,29400.0,30910.0
2018-06-01,58120.0,36990.0
2018-06-02,27356.666666666668,18340.0
2018-06-03,23990.0,9630.0
2018-06-04,46960.0,52010.0
2018-06-05,36140.0,69550.0
2018-06-06,64570.0,66820.0
2018-06-07,62480.0,62250.0
2018-06-08,27600.0,49030.0
2018-06-09,27356.666666666668,18340.0
2018-06-10,23640.0,24800.0
2018-06-11,91860.0,45430.0
2018-06-12,49000.0,60170.0
2018-06-13,89840.0,108190.0
2018-06-14,43070.0,53400.0
2018-06-15,23870.0,16800.0
2018-06-16,29090.0,7050.0
2018-06-17,21570.0,16220.0
2018-06-18,31740.0,17850.0
2018-06-19,42570.0,64860.0
2018-06-20,41360.0,16410.0
2018-06-21,26120.0,21510.0
2018-06-22,38862.5,27580.0
2018-06-23,21590.0,5800.0
2018-06-24,23066.666666666668,16883.333333333332
2018-06-25,56853.333333333336,38430.0
2018-06-26,42570.0,64860.0
2018-06-27,63900.0,22260.0
2018-06-28,46420.0,17180.0
2018-06-29,45860.0,7500.0
2018-06-30,31390.0,42170.0
2018-07-01,27590.0,15950.0
2018-07-02,102070.0,44540.0
2018-07-03,39200.0,35390.0
2018-07-04,39720.0,38290.0
2018-07-05,80160.0,63070.0
2018-07-06,69420.0,50560.0
2018-07-07,53700.0,82080.0
2018-07-08,30510.0,34240.0
2018-07-09,50730.0,45730.0
2018-07-10,43560.0,60340.0
2018-07-11,41300.0,40710.0
2018-07-12,35760.0,25130.0
2018-07-13,57090.0,55250.0
2018-07-14,18410.0,53840.0
2018-07-15,17050.0,27290.0
2018-07-16,63650.0,56800.0
2018-07-17,37020.0,56000.0
2018-07-18,54670.0,20400.0
2018-07-19,43340.0,31730.0
2018-07-20,55530.0,44170.0
2018-07-21,32340.0,53736.666666666664
2018-07-22,18950.0,1650.0
2018-07-23,53370.0,19400.0
2018-07-24,67800.0,25450.0
2018-07-25,75360.0,41410.0
2018-07-26,60150.0,35370.0
2018-07-27,55300.0,48880.0
2018-07-28,24910.0,25290.0
2018-07-29,9460.0,15320.0
2018-07-30,60600.0,41617.5
2018-07-31,52250.0,31890.0
2018-08-01,52460.0,33060.0
2018-08-02,30050.0,21440.0
2018-08-03,31710.0,54090.0
2018-08-04,37640.0,46083.333333333336
2018-08-05,15580.0,29340.0
2018-08-06,52350.0,51030.0
2018-08-07,40690.0,58300.0
2018-08-08,48080.0,59080.0
2018-08-09,61510.0,35410.0
2018-08-10,47670.0,65650.0
2018-08-11,50680.0,33880.0
2018-08-12,15800.0,11210.0
2018-08-13,60690.0,33350.0
2018-08-14,71410.0,66510.0
2018-08-15,97140.0,31950.0
2018-08-16,103200.0,47350.0
2018-08-17,104760.0,80440.0
2018-08-18,34980.0,88650.0
2018-08-19,14210.0,42680.0
2018-08-20,31310.0,30760.0
2018-08-21,10170.0,18180.0
2018-08-22,16490.0,16170.0
2018-08-23,9940.0,12160.0
2018-08-24,29870.0,12370.0
2018-08-25,27260.0,15720.0
2018-08-26,51130.0,21320.0
2018-08-27,112790.0,27630.0
2018-08-28,67160.0,24610.0
2018-08-29,72230.0,19490.0
2018-08-30,30910.0,19420.0
2018-08-31,71700.0,40200.0
2018-09-01,36360.0,52890.0
2018-09-02,32470.0,19472.5
2018-09-03,68240.0,47490.0
2018-09-04,60750.0,35150.0
2018-09-05,77010.0,37590.0
2018-09-06,53920.0,26900.0
2018-09-07,35610.0,66930.0
2018-09-08,79510.0,70060.0
2018-09-09,37260.0,24190.0
2018-09-10,76230.0,46640.0
2018-09-11,70120.0,33200.0
2018-09-12,49740.0,39270.0
2018-09-13,56420.0,25300.0
2018-09-14,54450.0,39510.0
2018-09-15,51466.666666666664,54566.666666666664
2018-09-16,27030.0,26250.0
2018-09-17,109030.0,67290.0
2018-09-18,37360.0,39140.0
2018-09-19,42180.0,29410.0
2018-09-20,75100.0,13760.0
2018-09-21,106850.0,34260.0
2018-09-22,51466.666666666664,54566.666666666664
2018-09-23,23980.0,14610.0
2018-09-24,66570.0,41180.0
2018-09-25,58510.0,44730.0
2018-09-26,45030.0,16720.0
2018-09-27,45670.0,29460.0
2018-09-28,112200.0,42830.0
2018-09-29,38530.0,40750.0
2018-09-30,41610.0,12840.0
2018-10-01,121300.0,49240.0
2018-10-02,47690.0,43370.0
2018-10-03,71460.0,48570.0
2018-10-04,86650.0,39610.0
2018-10-05,38270.0,93010.0
2018-10-06,57760.0,72280.0
2018-10-07,18030.0,3570.0
2018-10-08,109860.0,56352.5
2018-10-09,48600.0,32430.0
2018-10-10,34480.0,22580.0
2018-10-11,34400.0,31790.0
2018-10-12,43960.0,29450.0
2018-10-13,23380.0,40010.0
2018-10-14,36580.0,28890.0
2018-10-15,89120.0,91000.0
2018-10-16,43390.0,35100.0
2018-10-17,51760.0,24260.0
2018-10-18,58540.0,32000.0
2018-10-19,33140.0,36790.0
2018-10-20,37253.333333333336,48730.0
2018-10-21,21970.0,15960.0
2018-10-22,60780.0,52440.0
2018-10-23,80310.0,16950.0
2018-10-24,66050.0,18190.0
2018-10-25,54340.0,42550.0
2018-10-26,36210.0,37780.0
2018-10-27,30620.0,33900.0
2018-10-28,24900.0,13960.0
2018-10-29,34270.0,32730.0
2018-10-30,74070.0,34300.0
2018-10-31,50010.0,37520.0
2018-11-01,29250.0,32420.0
2018-11-02,44030.0,55480.0
2018-11-03,49010.0,30950.0
2018-11-04,26850.0,10940.0
2018-11-05,79600.0,64770.0
2018-11-06,74950.0,36220.0
2018-11-07,69960.0,66490.0
2018-11-08,77370.0,61400.0
2018-11-09,39340.0,35810.0
2018-11-10,31640.0,44320.0
2018-11-11,31590.0,10440.0
2018-11-12,62220.0,20680.0
2018-11-13,30830.0,23480.0
2018-11-14,36420.0,52960.0
2018-11-15,67150.0,88800.0
2018-11-16,56440.0,62170.0
2018-11-17,42820.0,48170.0
2018-11-18,30900.0,22990.0
2018-11-19,48720.0,45480.0
2018-11-20,23350.0,37550.0
2018-11-21,47300.0,30130.0
2018-11-22,32700.0,11480.0
2018-11-23,36650.0,2860.0
2018-11-24,32400.0,41146.666666666664
2018-11-25,26810.0,14790.0
2018-11-26,62080.0,43643.333333333336
2018-11-27,60360.0,3020.0
2018-11-28,47390.0,23030.0
2018-11-29,38940.0,28660.0
2018-11-30,59540.0,30900.0
2018-12-01,26220.0,40560.0
2018-12-02,31212.5,17482.5
2018-12-03,75455.0,36660.0
2018-12-04,41360.0,34840.0
2018-12-05,71170.0,48380.0
2018-12-06,17240.0,3990.0
2018-12-07,85930.0,71280.0
2018-12-08,33920.0,57050.0
2018-12-09,19760.0,16030.0
2018-12-10,64260.0,39600.0
2018-12-11,66780.0,32620.0
2018-12-12,62670.0,30260.0
2018-12-13,37710.0,46900.0
2018-12-14,26570.0,38120.0
2018-12-15,50070.0,64480.0
2018-12-16,48980.0,30390.0
2018-12-17,106950.0,44160.0
2018-12-18,50746.666666666664,32226.666666666668
2018-12-19,34270.0,27300.0
2018-12-20,56300.0,37950.0
2018-12-21,75470.0,31640.0
2018-12-22,27040.0,47480.0
2018-12-23,24440.0,10300.0
2018-12-24,57150.0,30880.0
2018-12-25,44100.0,29220.0
2018-12-26,61190.0,24480.0
2018-12-27,42810.0,34790.0
2018-12-28,57660.0,53640.0
2018-12-29,34312.5,52392.5
2018-12-30,31670.0,13210.0
2018-12-31,73460.0,32000.0
2019-01-01,27510.0,19440.0
2019-01-02,58800.0,35700.0
2019-01-03,57580.0,33900.0
2019-01-04,39090.0,34970.0
2019-01-05,57920.0,47050.0
2019-01-06,15960.0,22820.0
2019-01-07,52850.0,59560.0
2019-01-08,72720.0,31620.0
2019-01-09,49140.0,41930.0
2019-01-10,69900.0,20560.0
2019-01-11,29430.0,29350.0
2019-01-12,22140.0,42490.0
2019-01-13,20340.0,24360.0
2019-01-14,57200.0,33380.0
2019-01-15,68110.0,58340.0
2019-01-16,41900.0,45980.0
2019-01-17,79110.0,37490.0
2019-01-18,44890.0,57100.0
2019-01-19,17530.0,42240.0
2019-01-20,18100.0,12300.0
2019-01-21,68570.0,38080.0
2019-01-22,52660.0,35140.0
2019-01-23,48610.0,17510.0
2019-01-24,41410.0,27740.0
2019-01-25,43330.0,52060.0
2019-01-26,54440.0,32710.0
2019-01-27,19010.0,15920.0
2019-01-28,65310.0,32600.0
2019-01-29,47400.0,18750.0
2019-01-30,39520.0,24550.0
2019-01-31,34060.0,10170.0
2019-02-01,43746.666666666664,45216.666666666664
2019-02-02,37710.0,38203.333333333336
2019-02-03,13213.333333333334,14276.666666666666
2019-02-04,47586.666666666664,44620.0
2019-02-05,40586.666666666664,32196.666666666668
2019-02-06,25170.0,35753.333333333336
2019-02-07,25210.0,37460.0
2019-02-08,17750.0,9880.0
2019-02-09,27680.0,28200.0
2019-02-10,7500.0,5740.0
2019-02-11,4900.0,34040.0
2019-02-12,14310.0,16750.0
2019-02-13,18650.0,29800.0
2019-02-14,16900.0,34070.0
2019-02-15,52340.0,85230.0
2019-02-16,35480.0,53420.0
2019-02-17,14680.0,18460.0
2019-02-18,72050.0,53600.0
2019-02-19,53190.0,42080.0
2019-02-20,23170.0,53370.0
2019-02-21,22370.0,18830.0
2019-02-22,61150.0,40540.0
2019-02-23,49970.0,32990.0
2019-02-24,17460.0,18630.0
2019-02-25,65810.0,46220.0
2019-02-26,54260.0,37760.0
2019-02-27,33690.0,24090.0
2019-02-28,36360.0,59480.0
2019-03-01,51750.0,66320.0
2019-03-02,6920.0,23900.0
2019-03-03,3590.0,11660.0
2019-03-04,14750.0,45580.0
2019-03-05,31940.0,53580.0
2019-03-06,49350.0,62430.0
2019-03-07,52800.0,54680.0
2019-03-08,73210.0,60720.0
2019-03-09,32737.5,31875.0
2019-03-10,38760.0,16300.0
2019-03-11,53300.0,39313.333333333336
2019-03-12,44700.0,23240.0
2019-03-13,93110.0,25440.0
2019-03-14,30330.0,41310.0
2019-03-15,60850.0,66820.0
2019-03-16,64280.0,45020.0
2019-03-17,27970.0,34090.0
2019-03-18,85270.0,46860.0
2019-03-19,34430.0,33440.0
2019-03-20,20820.0,19390.0
2019-03-21,40820.0,33000.0
2019-03-22,49730.0,43760.0
2019-03-23,40500.0,34230.0
2019-03-24,18150.0,18440.0
2019-03-25,59880.0,25500.0
2019-03-26,49270.0,17860.0
2019-03-27,45160.0,48600.0
2019-03-28,39480.0,22840.0
2019-03-29,70260.0,25950.0
2019-03-30,19250.0,24350.0
2019-03-31,46870.0,14400.0
